userId,movieId,rating,retailerId
1,114,4,-1
1,148,4,-1
1,121,4,-1
1,51,5,-1
2,77,5,-1
2,98,3,-1
2,15,5,-1
2,42,4,-1
2,118,5,-1
2,138,5,-1
2,68,5,-1
2,4,5,-1
2,40,3,-1
2,136,5,-1
2,45,4,-1
3,54,5,-1
3,2,3,-1
3,83,3,-1
3,32,5,-1
3,115,4,-1
3,102,4,-1
3,132,5,-1
3,145,4,-1
3,40,3,-1
3,114,4,-1
4,97,5,-1
4,87,4,-1
4,122,3,-1
5,144,5,-1
5,11,4,-1
5,50,4,-1
5,125,5,-1
5,140,4,-1
5,53,4,-1
5,67,4,-1
6,55,5,-1
6,30,5,-1
6,80,3,-1
6,59,5,-1
6,24,3,-1
7,20,4,-1
7,28,3,-1
7,25,3,-1
7,24,4,-1
7,35,5,-1
7,144,5,-1
7,11,5,-1
7,62,4,-1
7,18,5,-1
7,28,3,-1
7,40,5,-1
7,19,5,-1
7,26,5,-1
8,149,5,-1
8,138,3,-1
8,81,5,-1
8,43,5,-1
8,128,4,-1
8,123,5,-1
8,79,4,-1
8,136,5,-1
8,45,5,-1
9,45,5,-1
9,120,4,-1
9,48,5,-1
9,63,5,-1
9,74,4,-1
9,4,5,-1
9,145,5,-1
9,149,5,-1
9,89,5,-1
9,30,5,-1
9,77,4,-1
9,31,5,-1
9,52,5,-1
9,76,4,-1
10,46,2,-1
10,81,5,-1
10,129,5,-1
10,10,5,-1
10,114,5,-1
11,57,5,-1
11,47,5,-1
11,58,3,-1
11,149,4,-1
11,114,5,-1
11,2,5,-1
11,24,5,-1
11,4,5,-1
11,49,5,-1
11,70,5,-1
11,27,4,-1
12,82,3,-1
12,150,3,-1
12,92,3,-1
12,99,3,-1
12,80,4,-1
12,136,4,-1
12,49,5,-1
12,50,4,-1
12,28,5,-1
12,29,3,-1
12,12,5,-1
12,83,5,-1
12,111,4,-1
12,106,5,-1
13,69,3,-1
13,141,3,-1
13,51,5,-1
13,49,4,-1
13,131,4,-1
13,7,5,-1
13,133,4,-1
13,59,4,-1
13,81,5,-1
13,129,5,-1
13,76,4,-1
13,131,4,-1
13,91,5,-1
13,64,4,-1
13,125,5,-1
14,36,4,-1
14,99,5,-1
14,47,4,-1
14,96,5,-1
14,98,4,-1
14,56,5,-1
14,28,5,-1
14,129,5,-1
14,135,3,-1
15,139,5,-1
15,43,4,-1
15,15,4,-1
15,51,4,-1
15,136,5,-1
16,138,5,-1
16,52,5,-1
16,134,5,-1
16,50,5,-1
16,63,4,-1
16,52,5,-1
16,75,4,-1
16,118,4,-1
16,80,2,-1
16,3,4,-1
16,67,4,-1
16,96,5,-1
16,138,5,-1
17,121,2,-1
17,58,5,-1
17,18,4,-1
17,132,5,-1
17,97,2,-1
17,149,5,-1
17,122,4,-1
17,36,3,-1
18,64,5,-1
18,65,4,-1
18,79,5,-1
18,85,5,-1
18,21,4,-1
18,64,4,-1
18,18,5,-1
19,35,3,-1
19,107,5,-1
19,102,5,-1
19,132,5,-1
19,18,5,-1
19,93,5,-1
20,125,4,-1
20,86,2,-1
20,99,4,-1
20,10,4,-1
20,113,5,-1
20,76,4,-1
20,113,4,-1
21,24,5,-1
21,8,3,-1
21,10,5,-1
21,33,5,-1
21,22,5,-1
21,113,5,-1
21,28,4,-1
22,140,4,-1
22,116,5,-1
22,66,5,-1
22,136,5,-1
22,53,4,-1
22,20,5,-1
22,44,5,-1
22,42,5,-1
22,99,5,-1
22,145,5,-1
22,127,4,-1
23,29,5,-1
23,65,5,-1
23,6,5,-1
23,86,4,-1
23,34,5,-1
23,107,5,-1
23,74,5,-1
23,39,5,-1
23,65,4,-1
23,144,5,-1
23,108,4,-1
23,25,1,-1
23,7,3,-1
24,44,3,-1
24,87,5,-1
24,106,5,-1
24,33,5,-1
24,119,4,-1
24,149,4,-1
24,137,5,-1
24,132,5,-1
24,56,5,-1
25,4,4,-1
25,30,4,-1
25,6,4,-1
25,16,5,-1
25,84,4,-1
25,133,4,-1
25,107,5,-1
25,12,5,-1
26,22,5,-1
26,88,5,-1
26,90,4,-1
26,9,4,-1
26,78,5,-1
26,115,4,-1
26,97,4,-1
26,128,5,-1
26,144,3,-1
27,143,4,-1
27,66,4.5,-1
27,31,4,-1
27,23,4,-1
27,124,3.5,-1
27,128,4,-1
27,91,4,-1
27,135,4.5,-1
27,59,5,-1
27,102,4.5,-1
28,51,3,-1
28,117,4,-1
28,99,3,-1
28,68,4,-1
28,111,4.5,-1
28,117,5,-1
28,128,4,-1
28,47,5,-1
29,121,3.5,-1
29,63,2.5,-1
29,36,3.5,-1
29,102,5,-1
29,117,3,-1
29,73,4,-1
29,10,2,-1
29,67,3.5,-1
30,142,5,-1
30,39,5,-1
30,43,0.5,-1
30,126,0.5,-1
30,107,0.5,-1
30,148,0.5,-1
30,133,0.5,-1
30,132,5,-1
30,27,0.5,-1
30,9,0.5,-1
30,115,0.5,-1
30,135,0.5,-1
31,108,0.5,-1
31,104,3.5,-1
31,107,0.5,-1
31,101,3,-1
31,68,4.5,-1
31,28,0.5,-1
31,80,0.5,-1
31,76,0.5,-1
31,133,2,-1
31,92,4,-1
31,97,0.5,-1
31,95,5,-1
31,21,4.5,-1
32,5,0.5,-1
32,48,5,-1
32,15,0.5,-1
32,28,5,-1
32,54,0.5,-1
32,28,5,-1
32,104,5,-1
32,14,4.5,-1
32,96,5,-1
32,63,0.5,-1
33,34,5,-1
33,87,4.5,-1
33,109,5,-1
33,93,4.5,-1
33,126,5,-1
33,139,0.5,-1
33,70,3,-1
33,68,2,-1
34,102,3,-1
34,24,2,-1
34,137,3,-1
34,69,3,-1
34,96,4,-1
34,50,5,-1
34,97,1,-1
34,44,5,-1
34,18,3,-1
34,43,5,-1
35,111,2,-1
35,117,5,-1
35,109,1,-1
35,74,5,-1
35,114,2,-1
35,29,3,-1
35,113,5,-1
35,59,5,-1
36,96,1,-1
36,97,5,-1
36,68,5,-1
36,109,4,-1
36,87,4,-1
36,80,3,-1
36,133,3,-1
36,38,4,-1
36,80,2,-1
36,70,1,-1
36,41,2,-1
36,26,5,-1
36,123,5,-1
36,143,5,-1
36,33,1,-1
37,71,5,-1
37,13,1,-1
37,79,2,-1
37,138,4,-1
37,99,5,-1
37,50,3,-1
38,90,2,-1
38,49,5,-1
38,150,3,-1
38,55,4,-1
38,107,3,-1
38,53,4,-1
38,40,4,-1
38,104,5,-1
38,122,4,-1
38,122,4,-1
38,147,4,-1
38,18,5,-1
39,130,5,-1
39,10,5,-1
39,29,5,-1
39,26,5,-1
39,82,5,-1
39,110,5,-1
39,117,3,-1
39,31,4,-1
39,68,5,-1
39,116,3,-1
39,80,2,-1
39,70,4,-1
39,50,5,-1
39,95,2,-1
39,2,5,-1
40,86,5,-1
40,24,5,-1
40,76,3,-1
40,73,5,-1
40,55,5,-1
40,2,4,-1
40,27,1,-1
40,13,5,-1
40,140,5,-1
40,117,5,-1
40,107,3,-1
40,31,2,-1
41,74,5,-1
41,147,1,-1
41,129,4,-1
41,66,4,-1
41,56,4,-1
41,113,5,-1
41,80,4,-1
41,100,4,-1
41,123,4,-1
41,93,2,-1
41,148,5,-1
41,135,5,-1
42,112,4,-1
42,120,4,-1
42,147,3,-1
42,107,1,-1
42,12,5,-1
42,21,4,-1
42,34,4,-1
42,110,4,-1
42,67,3,-1
42,75,1,-1
42,77,2,-1
43,77,4,-1
43,107,1,-1
43,67,4,-1
43,62,4,-1
43,126,5,-1
43,63,3,-1
43,19,5,-1
43,20,2,-1
43,122,4,-1
43,117,3,-1
43,19,2,-1
43,78,4,-1
43,142,3,-1
43,43,4,-1
43,139,1,-1
44,129,3,-1
44,32,5,-1
44,112,2,-1
44,128,5,-1
44,29,4,-1
44,147,2,-1
44,48,4,-1
44,76,5,-1
44,70,4,-1
44,71,3,-1
44,45,5,-1
44,79,5,-1
45,116,5,-1
45,139,4,-1
45,141,5,-1
45,29,1,-1
45,38,1,-1
45,140,2,-1
45,121,4,-1
45,28,4,-1
45,28,5,-1
45,24,3,-1
45,74,4,-1
45,94,4,-1
45,150,1,-1
45,79,5,-1
45,13,5,-1
45,86,1,-1
45,117,4,-1
45,68,5,-1
45,51,2,-1
45,7,4,-1
46,6,1,-1
46,54,2,-1
46,6,5,-1
46,126,5,-1
46,85,5,-1
46,41,4,-1
46,38,4,-1
47,9,5,-1
47,16,2,-1
47,46,2,-1
47,22,4,-1
47,135,4,-1
47,30,5,-1
47,37,4,-1
47,6,3,-1
47,29,5,-1
47,145,4,-1
47,145,1,-1
47,19,4,-1
47,69,4,-1
47,95,4,-1
48,22,4,-1
48,39,3,-1
48,99,5,-1
48,67,4,-1
48,146,4,-1
48,50,2,-1
48,137,1,-1
48,106,5,-1
49,94,2,-1
49,70,1,-1
49,11,3,-1
49,124,3,-1
49,73,5,-1
49,89,4,-1
49,82,3,-1
49,28,4,-1
49,105,4,-1
49,105,3,-1
49,18,1,-1
49,116,3,-1
50,20,4,-1
50,16,3,-1
50,129,3,-1
50,143,4,-1
50,85,5,-1
50,26,3,-1
50,119,4,-1
50,63,3,-1
50,118,3,-1
50,84,2,-1
